class,cap-diameter,cap-shape,cap-color,stem-width
p,9.05,x,g,17.25
e,1.5,x,y,1.2
e,5.65,f,n,13.29
p,0.88,b,y,2.51
p,0.81,x,e,1.05
p,1.32,x,y,5.42
e,6.77,x,e,17.28
p,4.07,b,l,6.23
p,2.46,c,u,3.57
e,7.81,x,y,16.72
e,10.36,x,n,22.03
e,3.25,b,n,3.6
e,19,f,n,19.94
p,4.9,x,y,14.99
p,0.91,x,w,1.55
e,1.35,f,n,2.49
e,4.84,x,n,6.77
p,8.38,f,y,14.94
p,6.75,f,p,9.37
e,3.04,s,n,3.2
p,4.01,x,n,10.3
e,3.98,f,n,4.1
p,1.88,b,n,2.19
p,0.7,x,o,0.89
p,7.22,x,n,14.38
p,4.84,o,g,0
e,7.31,p,n,13.05
e,6.9,f,n,8.56
e,18.58,x,e,36.01
p,1.93,f,k,2.45
p,3,o,g,13.08
e,15.74,p,n,62.61
e,6.42,x,n,7.76
p,8.08,x,n,16.12
p,8.35,x,n,8.26
e,8.66,s,o,17.46
p,3.82,b,y,7.61
e,1.75,c,n,1.49
e,4.29,x,n,8.2
p,9.44,x,y,12.79
p,3.54,x,o,5.89
e,1.3,c,n,1.49
p,15.86,s,n,34.78
p,8.36,f,e,8.88
p,4.06,x,n,3.36
e,1.82,x,u,4.36
p,5.42,x,e,11.46
p,8.14,f,y,15.72
e,4.5,x,n,9.54
p,0.67,x,e,0.95
e,7.19,f,n,12.6
p,8.09,f,n,10.95
p,8.05,f,n,24.45
p,7.41,x,y,8.86
e,5.8,f,y,16.26
e,0.92,p,g,1.29
e,3.71,x,n,7.59
e,8.64,x,y,18.71
e,9.63,s,u,20.52
p,2.54,x,g,6.8
p,0.78,x,o,0.67
p,3.66,o,w,30.7
e,6.81,x,k,13.79
e,8.41,p,w,12.43
p,7.19,x,e,17.18
p,4.05,o,w,23.13
p,3.64,o,w,0
p,3.32,x,e,5.11
p,2.32,x,l,2.71
p,1.26,b,y,2.72
p,8.98,s,y,12.04
p,3,f,g,7.86
e,3.45,x,w,5.79
e,6.02,f,o,6.98
e,6.65,x,b,9.16
e,6.99,x,g,23.67
p,3.21,b,y,6.58
e,7.42,x,n,8.91
p,0.68,x,p,0.91
e,5.48,x,w,12.18
p,2.95,s,w,7.45
p,8.21,p,n,27.47
p,10.34,x,y,29.22
p,7.7,s,e,10.08
p,6.83,s,y,12.21
e,8.99,s,o,17.62
e,8.84,f,o,14.17
e,6.42,x,y,12.83
p,3.87,x,n,5.65
p,5.6,x,e,7.17
p,7.02,b,n,12.9
e,3.28,x,e,6.8
e,3.53,x,n,10.74
p,3.22,f,n,2.78
p,2.25,x,n,2.67
p,4.15,s,u,5.01
p,8.92,o,n,25.94
p,10.92,s,n,15.62
e,4.22,f,n,8.73
p,1.04,b,y,2.57
p,10.23,x,n,11.68
e,6.79,x,n,24.72
e,7.54,x,n,16.74
e,3.45,x,e,6.27
p,10.73,o,e,23.53
p,8.45,f,e,18.04
p,2.87,f,p,3.52
e,4.92,x,n,9.38
p,3.04,o,g,0
e,5.75,x,w,6.26
e,9.04,x,g,15.91
p,3.61,f,w,3.24
e,1.23,f,g,2.36
p,5.13,s,o,6.73
p,11.88,x,g,14.99
e,7.01,p,n,13
p,23.05,f,o,49.57
p,8.68,f,n,10.8
p,3.3,o,k,11.08
p,11.02,x,n,24.03
p,9.42,x,y,11.67
e,7.96,x,n,14.25
e,6.97,s,y,15.57
e,5.81,f,b,11.3
e,3.69,b,g,3.13
p,4.2,c,y,6.53
p,3.34,b,r,5.96
e,8.49,x,g,17.52
e,2.41,s,n,3.26
p,4.89,x,y,8.3
e,4.53,x,r,7.11
e,7.71,x,y,14.97
p,3.24,f,b,2.87
e,3.84,x,n,9.64
p,12.95,f,n,17
p,2.01,b,n,1.66
p,3.97,o,w,26.92
p,7.2,f,y,11.98
p,8.71,x,n,14.23
e,2.6,x,b,5.09
p,10.01,x,n,28.57
p,2.27,p,n,2.92
p,3.78,f,w,3.54
e,6.05,f,g,10.68
e,15.25,p,w,16.95
p,5.77,s,n,9.04
e,1.05,p,g,1.79
e,13.46,p,n,20.17
e,7.36,f,e,16.92
p,0.86,f,o,1.16
e,8.76,p,w,12.52
p,9.42,s,p,14.56
p,9.16,f,r,13.07
p,5.04,x,p,12.61
p,15.28,f,w,27.85
p,4.33,c,y,12.7
p,7,o,r,13.34
p,5.24,x,e,9.33
p,5.21,f,y,11.35
p,8,p,w,16.14
p,2.73,f,o,5.41
p,2.48,x,n,2.58
p,3.42,f,o,6.35
e,5.71,f,n,12.64
e,8.02,f,p,13.71
e,14.35,x,e,31.6
e,4.02,b,w,2.69
p,3.63,f,b,3.09
e,4.72,x,n,5.32
e,5.1,x,y,12.89
p,10.17,p,n,28.57
p,1.47,o,n,1.33
p,2.35,s,g,5.76
p,3.92,x,p,6.32
e,14.58,x,n,22.17
p,2.37,x,k,2.73
p,9.63,x,n,15.18
p,5.63,x,y,13.14
p,4.06,x,r,8.41
p,2.4,x,n,2.64
e,3.49,f,n,3.38
p,9.06,x,r,15.24
e,12.02,f,w,15.37
p,2.34,b,g,2.21
p,3.07,f,o,6.43
e,10.41,s,u,21.3
p,10.4,f,y,18.15
e,11.97,x,n,22.2
p,6.25,x,n,15.23
e,5.5,s,o,12.95
e,9.53,p,w,11.48
p,5.72,f,b,6.37
p,5.97,c,y,12.82
e,7.34,x,k,16.31
p,7.45,f,r,12.41
e,7.71,p,w,12.85
p,3.47,f,b,2.39
e,11.69,f,w,17.06
p,4.25,x,n,3.64
e,14.19,x,n,64.26
e,9.86,f,u,21.82
p,3.25,x,w,3.1
e,5.04,x,n,6.45
p,0.78,x,o,1.15
e,10.33,x,n,17.06
e,6.61,x,g,11.16
e,4.65,x,o,10.77
p,3.25,b,n,4.51
p,5.88,f,r,12.01
e,9.97,x,n,21.13
p,6.4,b,g,12.86
p,2.63,o,y,0
e,10.97,x,n,16.01
e,20.71,p,n,85.02
p,7.66,x,e,8.16
p,2.17,f,y,3.11
e,2.91,f,n,4.04
p,7.79,s,r,13.5
p,7.1,o,r,18.44
e,5.68,x,n,9.21
p,3.8,o,w,28.72
p,4.72,s,u,7.41
p,9.93,x,n,32.3
e,1.52,x,y,2.12
p,2.73,x,g,7.66
e,12.83,s,k,23.57
p,0.71,x,p,1.05
e,2.16,f,n,3.21
e,1.23,c,e,1.02
e,7.71,x,n,27.56
p,1.43,x,n,2.56
e,4.17,f,n,7.51
e,8.68,f,n,11.38
e,4.82,x,r,6.89
p,2.54,f,k,2.39
e,8.43,s,l,18.54
p,6.38,s,o,6.73
e,10.33,s,w,18.3
p,7.63,p,n,17.48
e,6.17,x,n,12.95
p,8.29,x,n,10.16
e,1.45,x,y,2.13
e,9.85,x,l,15.8
p,13.92,x,g,16.89
e,7.65,x,e,13.21
p,11.02,x,y,24.77
e,4.3,o,n,53.38
e,16.26,x,n,24.19
p,1.9,c,n,3.11
e,7.72,x,n,13.53
p,2.25,f,l,2.51
p,8.09,x,g,19.34
e,8.23,x,g,25.07
p,2.07,p,n,2.75
p,6.35,x,e,10.29
e,7.06,f,k,15.99
p,7.66,x,n,18.39
p,3.58,f,w,4.83
p,8.84,o,e,22.9
p,2.39,x,e,2.41
e,8.12,x,e,16.34
p,2.57,b,r,6.87
p,9.39,p,n,32.7
p,4.4,f,n,5.45
e,9.3,s,w,21.86
p,5.86,x,g,9.05
e,13.58,x,n,22.97
e,3.49,f,n,5.72
p,13.99,x,w,17.41
e,6.73,x,n,16.07
p,0.66,x,o,0.97
e,3.96,x,n,8.14
p,5.83,f,e,12.63
e,9.55,x,y,25.62
p,5.23,x,e,7.26
e,19.74,s,k,21.16
p,4.27,c,y,7.79
p,12.06,x,g,17.18
p,5.66,o,w,0
e,7.47,x,y,13.47
e,8.01,x,n,10.96
p,5.72,x,n,7.13
e,5.96,x,n,12.48
p,3.91,x,n,9.11
e,9.58,s,p,18.26
p,9.87,x,o,20.19
p,4.32,f,p,3.51
e,9.22,f,n,15.24
e,2.57,x,b,4.88
p,5.65,o,n,0
e,7.5,f,n,12.41
p,4.27,f,n,3.61
e,3.99,x,y,9.59
p,2.35,f,k,2.56
e,1.33,x,n,1.93
p,6.78,o,r,15.45
e,3.66,x,y,3.61
p,5.41,x,n,6.94
e,24.06,x,n,77.85
p,1.97,p,n,2.51
e,0.89,b,g,1.5
e,6.51,s,y,14.18
p,7.25,f,e,7.37
p,3.93,x,w,3.06
e,4.03,f,n,6.95
e,5.42,f,y,13.94
e,3.36,s,y,7.98
p,2.94,f,n,3.74
e,4.17,x,l,6.92
p,1.35,s,y,7.05
e,8.23,s,n,22.54
e,10.97,f,b,19.57
p,8.45,f,r,13.66
p,3.89,f,e,6.21
p,8.9,x,r,13.26
e,4.58,f,n,9.09
p,3.72,x,y,8.46
e,6.54,x,y,16.3
p,1.79,b,g,2.07
e,6.06,x,y,13.98
p,1.97,b,n,1.74
e,8.27,x,y,16.11
p,5.05,o,w,31.6
e,6.25,s,n,63.61
p,3,b,g,2.53
e,4.16,s,n,6.67
p,3.89,x,o,6.05
p,5.08,b,n,7.32
e,1.19,b,w,1.54
p,1.72,c,n,2.75
p,3.27,b,g,2.54
e,6.34,x,n,12.54
e,3.94,x,w,7.22
p,6.24,o,r,13.6
p,4.4,x,y,7.33
e,4.96,x,n,9.91
p,6.55,f,u,13.95
e,12.27,f,w,12.24
p,2.69,f,o,6.22
e,8.16,f,n,12.96
e,4.3,x,y,4.06
p,2.08,b,n,2.1
p,7.89,f,y,15.88
p,12.13,x,n,37.07
e,6.11,x,n,13.27
p,7.71,x,r,13.94
e,8.02,x,n,24.97
e,8.49,x,n,17.77
e,4.17,b,w,3.13
e,5.54,x,b,12.73
e,7.52,x,g,12.75
e,7.88,x,y,21.51
e,6.18,x,n,5.26
p,7.89,f,y,11.22
e,9.35,f,b,14.91
e,11.85,x,n,17.17
e,6.04,f,n,9.53
e,5.31,o,n,68.48
p,3.55,b,u,5.93
e,8.59,f,n,12.96
p,7.03,s,n,15.71
p,3.03,f,e,3.52
p,7.8,p,n,22.78
p,1.64,x,y,2.62
p,9.12,x,n,26.18
e,7.47,f,o,12.01
p,5.29,f,g,9.11
e,0.99,x,n,0.99
p,3.85,x,b,7.11
p,7.17,b,w,12.54
e,2.9,b,n,2.94
p,1.59,x,n,1.84
p,6.11,s,n,8.72
p,9.56,x,r,14.55
p,3.08,b,r,6.06
e,12.47,x,n,20.23
p,5.72,f,e,6.5
p,0.79,x,p,1.03
p,4.75,x,w,11.41
e,5.01,s,n,8.27
e,20.21,x,n,23.35
e,3.72,f,n,6.11
p,8.43,p,n,17.7
e,13.12,x,n,24.21
e,4.45,f,g,4.42
e,5.72,x,w,10.02
p,12.76,f,n,25.77
p,2.78,b,p,5.62
p,9.28,x,w,12.66
e,6.48,x,w,12.31
e,5.47,x,n,5.47
p,3.71,f,n,3.82
e,20.53,f,n,21.92
e,8.01,f,n,9.41
e,1.56,c,n,1.6
e,11.59,f,n,23.67
e,6.21,x,y,11.98
p,6.36,s,e,8.28
e,0.81,x,n,0.82
p,1.89,x,o,4.73
e,17.08,f,n,20.04
e,9.2,p,w,13.04
e,8.32,x,n,10.79
p,2.56,f,w,3.51
p,3.73,b,y,7.34
p,3.14,f,b,3.24
p,7.56,x,y,7.96
p,3.2,f,n,2.78
e,5.58,x,n,7.86
p,2.17,b,o,2.92
p,1.9,b,o,3.61
e,45.78,o,y,46.37
e,2.76,s,n,3.84
p,10.57,x,y,25.47
p,8.29,s,p,15.14
e,6.4,x,y,11.81
p,7.61,o,y,13.6
p,4.51,c,y,7.21
p,5.57,x,r,12.27
p,4.26,o,y,0
e,8.2,x,y,14.77
p,12.29,x,n,16.32
p,11.37,x,o,22.68
p,7.9,f,y,9.75
e,10.23,x,y,25.57
p,7.1,x,w,13.08
e,3.87,x,y,10.68
p,3.39,b,w,3.45
p,18.44,s,w,27.66
e,4.4,x,b,11.83
e,13.05,s,g,25.69
e,3.53,f,n,6.86
p,3.84,x,o,5.8
e,1.72,c,n,1.56
e,2.96,f,g,4.16
e,7.13,x,e,11.58
e,4.7,x,w,6.62
e,4,f,y,12.44
e,14.29,s,r,24.57
p,2.51,x,n,2.62
p,4.88,s,y,4.22
p,3.12,s,g,6.75
e,6.06,x,y,11.02
e,7.27,f,b,13.56
p,8.42,s,p,15.57
p,4.61,o,w,33.29
p,1.79,x,n,2.65
e,17.39,p,n,20.7
p,5.36,c,y,7.82
p,3.55,s,w,2.78
e,1.48,c,n,1.45
p,6.54,s,e,8.71
e,6.73,x,n,17.1
p,4.68,x,p,13.17
e,4.97,x,o,5.31
p,8.02,x,n,13.82
p,1.07,x,w,1.84
e,3.32,b,w,2.71
p,0.92,x,w,1.49
e,5.27,f,n,8.23
e,1.35,x,n,2.46
e,1.17,c,n,1.43
e,6.75,f,y,14.37
p,7.06,f,e,8.52
e,22.56,p,n,59.29
p,1.7,c,n,2.72
p,3.49,o,w,31.97
e,9.89,p,w,11.81
p,4.29,b,y,7.21
p,5.51,b,n,13.46
e,5.78,s,n,7.52
e,4.42,x,w,8.83
e,4.55,f,b,8.39
p,12.88,f,n,16.32
p,4.24,o,w,30.64
p,7.32,x,n,8.32
p,0.79,f,o,1.01
p,9.1,f,e,18.85
p,2.44,f,n,5.53
p,1.1,f,w,3.26
e,0.78,x,e,0.9
e,3.34,x,g,6.42
p,4.46,o,n,0
p,8.66,p,n,14.41
p,15.41,f,n,34.41
e,9.2,x,y,15.63
e,2.64,f,n,3.24
p,5.37,s,n,5.19
e,1.09,x,g,2.25
p,0.78,x,o,0.84
e,5.34,c,n,11.28
p,6.3,f,r,9.56
e,9.39,p,w,12.19
p,7.29,p,n,16.98
p,3.05,o,g,17.07
e,3.54,s,n,7.31
p,15,f,o,18.2
p,7.62,b,w,11.73
p,10.78,x,o,20.69
p,18.54,f,w,26.37
p,17.28,f,k,43.95
p,6.58,b,w,12.2
e,16.73,f,w,19.6
p,6.28,s,y,7.02
p,15.54,x,k,26.45
p,17.4,x,o,18.54
e,0.97,b,g,1.47
p,12.44,x,y,17.53
p,7.26,x,e,11.29
e,11.1,f,b,20.99
e,7.59,f,o,11.82
p,8.12,f,e,17.02
p,5.05,x,o,7.68
p,8.44,x,n,31.29
e,7.05,x,n,12.56
p,17.69,f,w,25.68
p,13.16,x,n,32.94
p,9.15,f,w,11.99
e,8.7,f,o,12.95
p,1,b,n,2.3
e,4.08,x,n,6.4
e,13.54,x,w,17.28
p,7.6,x,w,15.18
p,3.71,x,n,2.68
e,11.68,s,y,23.51
p,5.51,x,e,10.19
p,6.53,f,y,16.1
p,8.1,b,n,17.52
e,2.92,s,n,3.22
p,4.52,c,y,7.82
p,5.88,x,r,14.4
p,1.08,s,y,5.38
p,7.28,x,e,16.46
p,9.39,s,n,14.95
p,8.62,p,w,18.58
p,3.3,f,g,7.17
p,1.37,o,n,1.41
p,3.85,x,w,3.07
e,9.45,x,y,13.45
e,7.74,f,n,9.74
p,6.06,s,o,6.17
p,1.55,x,y,2.41
e,7.6,s,g,19.76
p,9.05,x,n,10.44
p,13.46,s,n,24.83
e,8.32,x,w,13.54
p,4.56,b,u,5.06
p,7.72,b,w,18.71
p,6.44,c,y,11.97
e,3.67,f,g,6.14
e,9.69,x,n,12.99
e,5.86,x,n,5.34
p,9.29,x,e,18.51
p,6.51,p,g,12.15
p,2.49,b,y,3.24
p,10.9,x,n,15.73
p,3.52,x,n,3.38
p,5.37,x,y,11.16
p,7.39,x,n,7.77
p,6.42,s,e,9.88
e,1.14,f,n,1.23
p,5.16,o,w,29.61
p,9.07,o,r,15.94
p,7.36,s,n,11.77
e,52.75,o,y,37.99
e,10.44,x,n,17.71
p,1.66,o,n,1.36
p,0.91,x,o,0.9
p,15.61,x,e,17.79
p,5.58,x,w,13.04
e,1.58,c,n,1.53
e,17.78,p,n,82.84
e,11.41,x,l,24.04
e,14.56,s,n,25.83
e,6.65,x,w,12.89
e,4.47,x,n,10.64
e,18.52,p,n,68.41
p,3.58,x,n,6.8
p,3.72,b,n,5.15
p,2.71,f,o,5.19
e,8.04,x,n,9.49
e,52.94,o,y,32.65
p,7.15,x,r,15.18
p,7.92,x,n,15.02
e,14.85,p,n,19.26
e,3.35,x,e,7.26
e,5.55,f,n,8.5
p,11.44,f,n,14.16
e,10.29,x,l,19.09
e,7.74,s,n,58.2
e,3.29,b,n,3.41
p,8.9,x,g,22.04
e,6.53,x,y,16.67
p,6.5,s,e,9.58
e,6.24,x,w,8.62
e,8.58,x,n,15.71
p,7.45,s,e,6.58
e,17.8,p,e,34.17
e,5.55,x,y,12.57
e,16.46,f,k,19.6
p,7.44,x,y,7.76
e,5.78,x,n,6.28
e,1.64,c,n,1.39
p,8.71,x,e,17.47
p,4.98,f,y,11.09
e,5.37,x,n,11.9
e,9.92,x,y,20.47
e,8.48,x,n,12.69
p,3.58,b,r,5.67
e,15.53,x,n,16.93
p,4.59,f,y,5.68
p,4.53,b,n,5.99
e,18.05,x,n,33.06
p,3.65,f,b,5.6
p,5.92,f,y,10.71
e,8.36,f,w,31.56
p,8.84,o,n,25.15
e,7.48,s,w,8.49
p,4.35,x,n,4.14
p,14.14,x,k,26.46
p,2.94,f,n,3.23
e,10.93,p,n,17.46
e,6.9,s,n,18.36
e,1.37,f,g,2.56
p,5.09,o,w,30.59
p,2,b,n,2.1
p,13.11,f,o,37.11
p,4.45,x,y,7.86
e,7.89,s,n,23.38
e,4.34,f,g,3.66
e,7.15,s,y,12.68
e,1.75,f,n,3.18
e,4.42,x,n,5.1
p,6.69,s,n,12.35
e,1.47,x,g,2.62
p,1.03,x,w,1.48
p,7.94,f,e,18.46
e,7.87,p,g,14.85
e,5.78,s,n,73.28
e,6.93,x,w,12.2
e,3.04,b,g,3.1
p,4.6,o,w,0
e,6.34,f,n,8.77
e,9.03,f,n,15.41
e,15.03,x,n,19.04
p,14.39,f,e,17.24
p,1.55,f,k,2.42
e,8.43,x,n,13.83
p,3.16,x,n,8.44
p,10.87,x,r,13.49
p,1.76,b,g,2.02
e,5,f,o,5.54
p,3.12,x,w,4.22
e,6.73,f,n,9.76
e,6.29,f,n,10.09
e,22.12,p,w,21.57
e,11.1,f,b,20.73
p,4.39,x,o,6.09
p,3.93,x,e,6.33
p,4.63,o,g,0
p,3.43,x,o,5.34
p,4.91,b,n,7.33
p,17,x,w,30.94
p,5.3,f,y,13.74
p,1.91,f,k,2.55
e,4.25,f,n,7.85
p,9.67,o,n,16.92
e,6.46,s,n,8.56
p,6.97,x,n,6.77
e,8.17,f,n,20.47
e,6.35,f,n,11.16
e,10.24,s,n,18.97
p,9.13,b,w,17.47
p,9.08,f,p,10.28
e,6.02,x,o,5.06
p,3.82,b,e,3.47
e,11.24,p,w,12.4
p,3.05,f,y,5.68
e,7.85,x,y,12.25
p,4.92,o,w,0
p,3.92,s,u,5.31
e,6.19,x,n,14.04
e,13.27,s,n,24.71
p,4.68,o,y,0
e,12.16,f,e,24.4
p,1.14,x,w,1.63
p,2.97,x,n,3.27
e,14.75,p,w,13.34
p,1.43,x,y,2.65
e,3.66,x,p,6.94
p,5.57,x,n,6.6
p,7.41,x,p,10.1
p,4.39,o,n,0
e,11.12,f,n,20.53
p,10.36,x,y,11.69
e,23.56,p,o,36.82
e,2.83,f,g,2.56
p,1.47,x,n,2.54
p,10.15,s,y,13.38
p,2.82,f,w,3.42
p,2.39,f,l,2.69
p,0.86,x,n,1.01
p,17.56,x,w,31.44
p,2.08,b,o,3.3
p,1.12,f,y,4.69
p,5,x,r,9.75
p,5.14,x,e,10.07
e,5.13,x,n,10.06
e,4.55,b,n,3.7
p,6.92,s,n,11.08
p,11.89,f,n,25.04
p,6.64,p,n,13.49
p,21.8,x,k,43.69
p,3.37,o,w,29.83
e,6.68,x,n,7.44
e,4.77,x,y,10.73
p,7.9,x,p,10.71
e,9.83,s,w,24.7
e,9.16,x,n,13.14
e,6.61,x,n,12.81
e,6.52,x,n,5.08
p,4.03,x,y,7.72
p,4.26,o,w,28.76
e,6.25,x,g,8.05
e,10.58,f,w,12.79
p,11.82,f,g,16.27
e,13.26,x,n,23.37
p,5.27,x,y,7.25
e,2.4,x,b,4.63
p,23.52,f,o,48.09
p,3.85,f,b,5.38
e,6.23,x,n,12.95
e,3.74,x,n,6.41
p,2.55,s,w,7.6
p,4.61,c,y,8.66
p,11.36,x,n,35.08
p,8,x,n,8.74
e,2.19,s,n,4.05
p,5.51,f,e,6.29
p,5.9,x,e,10.08
p,14.9,s,w,23.03
e,5.34,x,n,9.05
e,1.17,c,n,0.97
p,6.67,p,n,15.35
p,3.2,x,y,6.62
e,4.91,x,n,10.35
p,0.87,x,n,1.13
p,3.19,f,n,2.96
p,8.96,s,o,14.08
p,8.96,x,o,18.13
p,9.12,s,p,13.8
p,4.46,x,n,10.22
p,3.33,b,n,5.38
p,8.48,s,p,14.82
p,5.23,o,r,0
e,9.65,x,u,15.7
p,0.64,x,o,0.76
e,7.91,s,y,17.1
e,6.68,x,e,12.64
e,12.4,s,w,26.94
p,7.68,b,n,16.53
p,3.09,o,w,32.96
e,4.79,s,w,9.43
p,3.71,x,n,8.14
p,5.72,f,n,6.06
p,2.28,p,n,2.7
p,1.24,b,n,2.81
e,13.69,s,n,27.34
p,8.04,b,w,12.26
e,13.82,x,n,16.52
p,4.22,o,n,0
p,8.68,x,n,8.84
p,3.17,o,g,15.14
e,8.41,x,n,24.75
p,2.42,f,w,6.99
p,5.17,x,n,14.05
p,10.7,x,n,34.29
p,1.64,x,n,2.33
e,10.32,x,y,17.54
e,5.24,c,n,11.97
e,2.6,s,n,5.44
p,3.47,x,w,3.98
e,5.14,b,n,3.7
e,7.95,x,n,12.73
e,20.63,x,n,53.64
p,3.59,s,y,3.77
e,4.03,f,w,3.8
e,3.54,x,y,7.75
p,3.53,f,w,2.62
e,8.74,x,n,22.31
e,4.36,x,p,6.32
e,3.25,f,w,5.06
p,6.37,x,n,13.26
e,5.96,x,w,14.34
p,1.54,b,n,1.71
p,1.55,x,n,2.51
e,14.74,x,n,18.76
e,8.36,x,n,14.23
p,7.99,x,n,7.3
p,5.58,x,e,8.89
p,4.28,b,n,6.18
e,3.84,s,n,32.66
e,5.06,x,n,5.91
p,13.32,x,n,16.13
e,11.98,f,l,15.83
p,3.64,x,n,9.4
e,5.06,s,y,15.35
p,5.98,x,g,9.76
p,8.22,x,w,14.61
e,6.15,c,n,12.68
e,16.03,p,n,70.18
p,1.2,b,w,2.27
p,4.42,x,y,8.5
e,6.87,x,n,7.52
e,18.06,x,g,24.29
p,3.03,f,w,3.6
e,7.45,x,y,14.15
p,7.2,c,y,13.26
p,3.91,b,n,4.91
e,15.03,s,n,22.84
p,3.16,o,g,0
p,3.49,x,o,4.99
p,3.63,o,g,0
p,6.51,x,e,10.42
e,6.32,x,n,6.9
e,20.58,x,e,34.98
e,10.93,x,u,20.37
p,4.33,c,w,11.44
p,8.26,s,n,9.31
e,9.43,x,n,21.53
e,16.8,x,g,23.29
e,3.24,b,n,3.1
p,3.61,x,o,7.31
p,2.11,f,o,5.63
e,27.6,p,n,102.48
p,6.8,x,e,17.96
e,8.3,f,n,9.04
p,0.92,b,n,2.49
p,8.24,s,y,13.37
p,5.52,x,g,15.53
p,3.03,f,n,2.68
e,3.4,x,y,10.25
e,13.67,s,k,22.17
e,6.26,x,n,14.68
p,3.66,b,n,4.27
e,7.05,s,y,17.57
p,12.65,f,g,23.67
e,11.3,f,w,16.5
p,4.88,c,y,8.02
e,9.47,x,g,25.78
e,5.73,f,o,6
e,53.3,o,y,44.29
e,19.74,x,k,22.24
p,2.32,c,y,2.93
p,7.13,f,e,16.91
e,6.79,x,u,13.75
e,7.06,x,n,4.37
e,7.61,x,n,12.44
e,6.64,s,n,8.49
e,5.07,x,y,12.22
p,4.66,p,g,12.02
e,1.59,f,g,2.61
e,6.07,b,g,9.73
e,6.69,x,y,11.82
p,6.09,b,n,12.16
e,5.7,f,n,9.38
e,10.67,f,g,13.2
p,6.97,x,w,14.01
e,11.07,s,w,23.66
p,4.46,x,e,7.42
p,9.54,x,n,13.91
p,1.81,o,r,0
e,2.89,f,n,3.15
p,8.77,s,y,13.19
p,7.86,x,n,16.44
e,7.9,x,y,12.52
e,9.17,f,n,14.03
p,4.16,s,o,5.35
p,8.05,x,p,10.23
e,5.59,f,g,9.63
p,3.88,x,w,3.01
p,2.77,f,y,5.95
e,3.45,s,n,8.4
p,3.62,b,n,4.49
p,1.11,x,w,1.7
e,7.7,x,e,11.91
p,5.26,x,y,7.56
p,4.53,x,l,7.89
e,10.88,x,n,19.21
e,9.69,s,n,25.44
p,5.61,x,y,14.97
e,1.06,x,e,1.04
p,1.19,x,w,1.82
e,6.51,f,n,12.03
p,1.51,x,o,4.63
p,3.31,f,n,2.98
p,3.74,f,w,2.75
p,14.09,x,n,29.23
p,2.56,b,n,3.34
p,3,f,w,3.68
p,13.23,x,n,17.48
p,7.05,x,r,12
e,17.62,p,n,72.48
e,5.16,x,n,5.71
p,7.07,x,n,10.12
p,1.26,f,o,4.72
p,1.2,s,y,5.57
e,6.52,s,n,7.84
p,3.26,b,y,4.82
p,7.21,x,n,15.25
e,7.53,x,n,12.78
p,9.46,x,n,28.41
e,3.87,x,o,4.41
p,4.59,o,w,0
p,2.84,o,k,15.53
e,6.62,f,n,11.21
p,8.58,p,n,31.21
p,1.37,x,n,2.51
e,1.14,b,g,1.52
p,9.46,x,n,12.74
p,2.94,b,n,4.38
e,10.35,f,b,16.31
p,3,x,w,7.31
e,0.65,x,n,0.94
p,3.95,x,n,5.42
p,4.62,s,e,5.87
e,1.36,x,n,1.4
p,6.16,s,e,5.5
p,3.27,f,n,4.09
e,4.02,x,e,6.19
e,5.99,s,n,8.29
p,5.18,x,n,6.42
e,5.75,o,n,47.96
p,2.77,f,n,3.47
p,2.07,b,g,1.97
p,8.8,x,n,16.56
p,3.51,f,o,5.11
p,3.55,x,n,4.09
e,1.17,c,e,0.88
e,9.58,p,n,16.98
p,0.63,x,o,0.79
p,7.75,b,w,12.05
p,8.96,x,g,16.69
p,3.95,b,y,7.28
e,10.57,f,w,13.23
p,17.5,f,k,41.17
e,11.39,f,n,22.67
p,8.9,x,g,20.32
e,8.82,x,n,15.45
e,10.93,p,w,13.74
e,8.07,x,y,17.04
p,9.41,f,w,11.32
p,3.14,b,n,4.23
p,16.53,s,r,27.31
e,14.39,f,n,18.9
e,3.88,x,n,6.43
e,6.02,x,y,12.43
p,2.78,x,e,4.11
e,7.37,x,y,10.99
p,5.49,c,y,6.14
e,10.91,x,n,22.21
e,3.44,s,n,7.88
p,8.59,x,o,23.62
e,6.71,x,e,15.07
e,1.72,f,n,2.86
p,1.86,b,g,1.98
e,1.47,x,g,2.36
p,8.06,f,u,18.42
p,3.62,b,r,5.99
p,1.24,o,n,1.25
e,4.02,f,n,5.03
e,2.53,x,u,4.63
e,9.93,x,n,17.92
p,1.48,x,n,1.52
p,1.67,b,o,2.24
p,0.99,b,n,2.54
p,2.88,o,g,0
e,1.59,c,n,1.65
p,5.57,x,o,7.63
e,7.99,x,y,15.8
p,4.39,f,e,5.26
p,11.92,x,r,25.6
p,10.43,p,n,30.8
p,4.75,f,b,6.54
e,5.6,x,k,13.23
e,6.69,x,n,12.72
p,11.25,x,n,23.19
e,7.05,x,n,11.94
e,9.94,x,y,17.48
e,5.78,x,n,5.54
e,3.12,b,w,2.72
p,9.25,s,p,15.58
p,6.14,s,n,6.92
p,2.14,x,e,2.13
e,2.65,x,n,10.01
p,4.74,x,o,7.58
p,16.08,f,n,30.75
e,7.85,x,y,14.35
p,7.45,b,w,11.26
e,6.45,x,y,15.9
p,12.32,x,n,35.03
p,9.13,x,y,11.53
e,3.4,s,y,6.9
